Wall time,Step,Value
1549735132.2896771,33699,0.9326019883155823
1549735271.21415,65867,0.8682659864425659
1549735281.977335,68044,0.8639119863510132
1549735368.525496,85347,0.8293060064315796
1549735425.995069,98521,0.8029580116271973
1549735477.632462,108787,0.7824259996414185
1549735573.0924668,128068,0.7438639998435974
1549735579.7409742,129544,0.7409120202064514
1549735592.475563,132253,0.7354940176010132
1549735657.1102998,146747,0.7065060138702393
1549735661.728744,147791,0.7044180035591125
1549735683.299084,152688,0.6946240067481995
1549735696.782917,155718,0.6885640025138855
1549735704.003042,157372,0.6852560043334961
1549735744.272969,165949,0.6681020259857178
1549735745.998432,166344,0.6673120260238647
1549735752.359031,167784,0.6644319891929626
1549735778.360412,173583,0.6528339982032776
1549735793.02806,176956,0.6460880041122437
1549735836.271383,186654,0.626691997051239
1549735850.1148238,189920,0.6201599836349487
1549735862.572494,192877,0.6142460107803345
1549735871.904306,195074,0.6098520159721375
1549735922.195186,205672,0.5886560082435608
1549735945.261606,210255,0.5794900059700012
1549735957.416331,212848,0.5743039846420288
1549735962.603369,213934,0.5721319913864136
1549735963.097545,214044,0.5719119906425476
1549735986.6292322,218893,0.5622140169143677
1549735995.820993,220860,0.5582799911499023
1549736004.212945,222795,0.5544099807739258
1549736011.8811011,224494,0.5510119795799255
1549736018.5367098,225817,0.5483660101890564
1549736043.758015,231350,0.5372999906539917
1549736048.845837,232450,0.535099983215332
1549736054.009942,233423,0.5331540107727051
1549736074.1972291,237461,0.5250779986381531
1549736076.7194262,237926,0.5241479873657227
1549736077.971018,238167,0.5236660242080688
1549736089.720588,240277,0.5194460153579712
1549736091.634027,240658,0.5186840295791626
1549736096.968641,241757,0.5164859890937805
1549736104.2957702,243102,0.5137959718704224
1549736113.183594,244728,0.5105440020561218
1549736140.018361,249544,0.5009120106697083
1549736226.757477,266353,0.46729400753974915
1549736242.73557,269157,0.46168598532676697
1549736248.061146,270253,0.4594939947128296
1549736248.506994,270350,0.4593000113964081
1549736252.90182,271300,0.45739999413490295
1549736255.513612,271892,0.4562160074710846
1549736265.307401,274162,0.45167601108551025
1549736267.885497,274731,0.4505380094051361
1549736275.789922,276314,0.4473719894886017
1549736305.863894,282809,0.43438199162483215
1549736307.683529,283240,0.43351998925209045
1549736311.2799559,284074,0.4318520128726959
1549736315.7458298,284937,0.43012601137161255
1549736326.673287,287246,0.4255079925060272
1549736330.855237,288161,0.4236780107021332
1549736332.959405,288572,0.42285600304603577
1549736363.352232,295252,0.409496009349823
1549736365.935082,295769,0.4084619879722595
1549736366.6504772,295915,0.40817001461982727
1549736375.5609589,297737,0.4045259952545166
1549736380.976916,298918,0.4021640121936798
1549736403.0067,303759,0.3924820125102997
1549736409.340225,305171,0.38965800404548645
1549736432.6914308,310197,0.3796060085296631
1549736433.385302,310337,0.3793259859085083
1549736438.506769,311415,0.37716999650001526
1549736440.1858492,311751,0.3764980137348175
1549736462.9700322,315724,0.36855199933052063
1549736465.127326,316171,0.36765798926353455
1549736473.84639,318005,0.36399000883102417
1549736478.634192,319005,0.3619900047779083
1549736482.421828,319814,0.36037200689315796
1549736494.7865338,322399,0.35520198941230774
1549736499.782078,323361,0.3532780110836029
1549736503.1952949,324093,0.35181400179862976
1549736506.537493,324804,0.35039201378822327
1549736519.65473,327572,0.34485599398612976
1549736530.9484239,329996,0.3400079905986786
1549736537.194438,331353,0.3372940123081207
1549736543.062645,332596,0.33480799198150635
1549736544.4010172,332882,0.3342359960079193
1549736552.8057659,334277,0.33144599199295044
1549736566.226202,337128,0.32574400305747986
1549736581.267408,340304,0.31939199566841125
1549736585.294241,341162,0.31767600774765015
1549736588.972641,341956,0.3160879909992218
1549736591.361154,342472,0.3150559961795807
1549736595.098298,343265,0.3134700059890747
1549736599.419371,344191,0.31161800026893616
1549736599.997491,344316,0.3113679885864258
1549736600.551312,344434,0.31113201379776
1549736617.329726,347982,0.3040359914302826
1549736632.425111,351211,0.29757800698280334
1549736639.6857522,352738,0.29452401399612427
1549736643.309394,353514,0.29297199845314026
1549736648.243094,354580,0.2908399999141693
1549736649.009772,354747,0.2905060052871704
1549736652.1306581,355424,0.28915199637413025
1549736667.527454,358657,0.2826859951019287
1549736673.400654,359916,0.28016799688339233
1549736677.055161,360681,0.27863800525665283
1549736678.178483,360920,0.2781600058078766
1549736684.913731,362371,0.27525800466537476
1549736696.873527,364931,0.2701379954814911
1549736701.1291971,365826,0.26834800839424133
1549736708.593163,367445,0.26510998606681824
1549736721.920275,370317,0.2593660056591034
1549736723.0799072,370569,0.2588619887828827
1549736723.496984,370658,0.2586840093135834
1549736726.340317,371266,0.25746798515319824
1549736728.643851,371758,0.2564840018749237
1549736731.628133,372382,0.2552359998226166
1549736749.5253341,376013,0.2479739934206009
1549736751.608053,376510,0.2469799965620041
1549736754.183681,377128,0.2457440048456192
1549736760.4323049,378629,0.24274200201034546
1549736761.7063308,378937,0.242126002907753
1549736764.690144,379660,0.24067999422550201
1549736766.5854158,380117,0.23976600170135498
1549736767.603363,380364,0.23927199840545654
1549736772.375533,381514,0.23697200417518616
1549736773.493568,381774,0.23645199835300446
1549736773.773063,381842,0.2363159954547882
1549736774.9765859,382133,0.2357340008020401
1549736778.8923662,383044,0.23391200602054596
1549736780.360729,383399,0.2332019954919815
