Wall time,Step,Value
1542408688.457608,360162,0.9639837741851807
1542409384.080836,561975,0.9438024759292603
1542409888.741655,706556,0.9293444156646729
1542410426.0585852,862377,0.9137622714042664
1542410440.4636831,866561,0.9133439064025879
1542410598.1174889,912304,0.9087696075439453
1542410837.353673,981534,0.9018465876579285
1542410841.3584042,982704,0.9017295837402344
1542410864.7270908,989264,0.9010735750198364
1542411565.493357,1191275,0.8808724880218506
1542411694.1191711,1228140,0.8771860003471375
1542411816.5452712,1262862,0.8737137913703918
1542411843.280538,1270555,0.8729444742202759
1542412039.214435,1327028,0.8672971725463867
1542412063.521125,1334037,0.8665962815284729
1542412216.1723468,1377951,0.862204909324646
1542412235.5745258,1383196,0.8616803884506226
1542412430.8381271,1439100,0.8560900092124939
1542412806.012537,1546177,0.8453822731971741
1542412902.522809,1573661,0.8426339030265808
1542412969.83122,1592974,0.8407025933265686
1542413295.060117,1686528,0.8313472270965576
1542413397.3918478,1716064,0.8283935785293579
1542413403.446296,1717803,0.8282197117805481
1542413419.850823,1722508,0.8277491927146912
1542413425.441068,1724125,0.8275874853134155
1542413497.1188211,1744281,0.8255718946456909
1542413508.898782,1747626,0.8252373933792114
1542413578.9542458,1767405,0.8232594728469849
1542413756.195625,1818433,0.8181567192077637
1542414031.7834082,1897381,0.8102619051933289
1542414107.8776052,1919336,0.8080664277076721
1542414110.1526148,1919992,0.8080008029937744
1542414291.048446,1971786,0.8028213977813721
1542414361.09655,1991905,0.8008095026016235
1542414520.022951,2037701,0.796229898929596
1542414599.6497548,2060605,0.793939471244812
1542414729.1305852,2097824,0.7902175784111023
1542414815.666688,2122678,0.7877321839332581
1542414869.012665,2138033,0.7861967086791992
1542414986.425809,2171681,0.7828319072723389
1542415074.7697191,2197118,0.7802882194519043
1542415140.544322,2215998,0.778400182723999
1542415141.68833,2216328,0.7783672213554382
1542415158.279739,2221093,0.777890682220459
1542415198.43616,2232655,0.776734471321106
1542415393.36387,2288628,0.7711371779441833
1542415459.6589491,2307357,0.769264280796051
1542415727.5532641,2383131,0.7616869211196899
1542415831.2277389,2412733,0.7587267160415649
1542416062.7458959,2478811,0.7521188855171204
1542416083.173609,2484666,0.7515333890914917
1542416152.2848089,2504329,0.7495670914649963
1542416561.860526,2620949,0.7379050850868225
1542416563.900488,2621506,0.7378494143486023
1542416615.729562,2636277,0.7363722920417786
1542416702.2289002,2660667,0.7339333295822144
1542416781.178741,2683140,0.731685996055603
1542416788.871979,2685337,0.7314662933349609
1542416894.0264819,2715303,0.728469729423523
1542416923.147698,2723307,0.7276692986488342
1542417001.028524,2745462,0.725453794002533
1542417176.039078,2795077,0.7204923033714294
1542417209.375732,2804532,0.7195467948913574
1542417301.996744,2830876,0.7169123888015747
1542417384.299444,2854258,0.7145742177963257
1542417471.61788,2878679,0.7121320962905884
1542417488.988103,2883625,0.7116374969482422
1542417631.92769,2924141,0.707585871219635
1542417638.514085,2926021,0.7073978781700134
1542417744.031373,2956017,0.7043982744216919
1542417919.401633,3005897,0.6994103193283081
1542418043.749394,3041295,0.6958705186843872
1542418066.806794,3047871,0.6952129006385803
1542418315.744807,3118183,0.6881816983222961
1542418324.294399,3120616,0.687938392162323
1542418498.013209,3170240,0.6829760074615479
1542418609.244693,3202008,0.6797991991043091
1542418643.77124,3211766,0.6788234114646912
1542418717.824314,3232876,0.6767123937606812
1542418769.493149,3247628,0.6752371788024902
1542418776.162528,3249528,0.6750472187995911
1542418805.3947232,3257857,0.6742143034934998
1542418881.678886,3279587,0.6720412969589233
1542419172.833708,3362269,0.6637731194496155
1542419191.888226,3367709,0.6632291078567505
1542419255.099522,3385707,0.6614292860031128
1542419502.354204,3455905,0.6544095277786255
1542419530.689365,3463953,0.6536046862602234
1542419627.8352,3491641,0.6508358716964722
1542419641.443207,3495532,0.6504467725753784
1542419760.386824,3529403,0.6470596790313721
1542419867.859082,3559993,0.6440007090568542
1542420007.56773,3599804,0.6400195956230164
1542420038.438816,3608608,0.6391391754150391
1542420227.194478,3662345,0.6337655186653137
1542420292.752008,3681017,0.6318982839584351
1542420294.800565,3681604,0.6318395733833313
1542420306.01698,3684804,0.631519615650177
1542420332.9987462,3692479,0.6307520866394043
1542420575.200554,3761521,0.6238479018211365
1542420582.095135,3763473,0.6236526966094971
1542420607.9292002,3770815,0.6229184865951538
1542420737.330142,3807534,0.6192466020584106
1542420814.725301,3829567,0.6170433163642883
1542420930.972157,3862530,0.6137470006942749
1542420958.5463638,3870347,0.6129652857780457
1542421089.384916,3907504,0.6092495918273926
1542421105.578218,3912081,0.6087918877601624
1542421250.304281,3953137,0.6046863198280334
1542421259.661422,3955797,0.6044203042984009
1542421343.528113,3979519,0.6020480990409851
1542421619.914418,4057645,0.5942354798316956
1542421671.918613,4072411,0.5927588939666748
1542421680.775896,4074927,0.5925073027610779
1542421749.4233541,4094411,0.5905588865280151
1542422059.9362261,4182434,0.581756591796875
1542422233.691426,4231691,0.5768309235572815
1542422307.307564,4252556,0.5747444033622742
1542422319.9684072,4256153,0.5743846893310547
1542422422.5387409,4285115,0.5714884996414185
1542422450.465085,4293037,0.5706962943077087
1542422617.118156,4340261,0.5659738779067993
1542422661.376087,4352711,0.5647289156913757
1542422968.016747,4438875,0.55611252784729
1542422973.6773472,4440447,0.5559552907943726
1542423076.733772,4469483,0.5530517101287842
1542423153.136944,4491076,0.5508924126625061
1542423192.795221,4502253,0.549774706363678
1542423256.769398,4520281,0.5479719042778015
1542423472.002941,4581188,0.5418812036514282
1542423473.0436502,4581486,0.5418514013290405
1542423487.8388522,4585638,0.5414361953735352
1542423538.0887492,4599829,0.5400171279907227
1542423575.037556,4610246,0.5389754176139832
1542423577.192048,4610850,0.5389149785041809
1542423597.99864,4616731,0.5383269190788269
1542423613.037166,4620974,0.5379025936126709
1542423618.538389,4622535,0.5377464890480042
1542423646.085052,4630334,0.5369666218757629
1542423712.87951,4649130,0.535086989402771
1542423734.305353,4655188,0.5344812273979187
1542423998.728696,4729735,0.5270264744758606
1542424044.804063,4742720,0.5257279872894287
1542424068.823133,4749482,0.5250517725944519
1542424092.14213,4756030,0.5243970155715942
1542424103.6367922,4759281,0.5240718722343445
1542424137.286277,4768802,0.5231198072433472
1542424216.816874,4791253,0.5208746790885925
1542424264.897526,4804834,0.5195165872573853
1542424417.0875032,4847686,0.5152313709259033
1542424420.055263,4848511,0.5151488780975342
1542424555.997566,4886702,0.5113298296928406
1542424575.008657,4892030,0.5107970237731934
1542424670.911399,4919031,0.5080968737602234
1542424948.324718,4996457,0.5003542900085449
1542425108.632978,5041591,0.4958409070968628
1542425149.180861,5052986,0.4947013854980469
1542425213.701338,5071106,0.492889404296875
1542425230.291837,5075769,0.49242308735847473
1542425246.294317,5080287,0.49197131395339966
1542425257.481087,5083435,0.49165651202201843
1542425266.3436632,5085942,0.49140581488609314
1542425531.951589,5160837,0.483916312456131
1542425616.011774,5184511,0.48154890537261963
1542425644.889302,5192584,0.48074159026145935
1542425683.887069,5203584,0.4796415865421295
1542425702.479139,5208830,0.4791170060634613
1542425755.8283038,5223898,0.47761020064353943
1542425884.8432782,5260256,0.47397440671920776
1542425932.437335,5273628,0.47263720631599426
1542426127.7061539,5328660,0.4671339988708496
1542426239.888167,5360227,0.46397730708122253
1542426311.61486,5380327,0.4619672894477844
